name,place_id,RY,Monday F,Tuesday F,Wednesday F,Thursday F,Friday F,Saturday F,Sunday F,Total F,Conclusion,categories_yelp,types,geometry_location_lng,geometry_location_lat
Longlong noodles 鲜味居,ChIJjRShxlkFzkwR8LPlDaQj8hk,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Noodles","restaurant,food,point of interest,establishment",-75.6468889,45.4325575
Longlong noodles 鲜味居,ChIJjRShxlkFzkwR8LPlDaQj8hk,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Chinese, Noodles","restaurant,food,point of interest,establishment",-75.6468889,45.4325575
Smyth Medical Pharmacy,ChIJJRvIrRMPzkwRHVyGAt5FEKg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6249491,45.4015521
Smyth Medical Pharmacy,ChIJJRvIrRMPzkwRHVyGAt5FEKg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6249491,45.4015521
Midnight's Mac and Grilled Cheese Cabin,ChIJJRzTGSwFzkwRvIa1azTEs0E,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Coffee & Tea, Sandwiches","restaurant,food,point of interest,establishment",-75.6881444,45.4279448
Midnight's Mac and Grilled Cheese Cabin,ChIJJRzTGSwFzkwRvIa1azTEs0E,2020-05-27,0,0,-0.016666667,-0.016666667,0,0,0,-0.033333333,Remained Open,"Coffee & Tea, Sandwiches","restaurant,food,point of interest,establishment",-75.6881444,45.4279448
"Pharmacie Michel Quesnel et Jean-François Graillon, Pharmaciens inc.",ChIJJSAxbxgbzkwRv6uMuyZVDm4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"drugstore,health,point of interest,store,establishment",-75.6874361,45.491138
"Pharmacie Michel Quesnel et Jean-François Graillon, Pharmaciens inc.",ChIJJSAxbxgbzkwRv6uMuyZVDm4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"drugstore,health,point of interest,store,establishment",-75.6874361,45.491138
Bazille,ChIJJSH7lwEFzkwRdPnS9k6qqiU,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,"Canadian (New), Cocktail Bars","restaurant,food,point of interest,establishment",-75.6900945,45.4247623
Bazille,ChIJJSH7lwEFzkwRdPnS9k6qqiU,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Canadian (New), Cocktail Bars","restaurant,food,point of interest,establishment",-75.6900945,45.4247623
Pinn-To Thai Food Truck,ChIJjT5y978JzkwRGaw8m8xtgqU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Food Trucks,"restaurant,food,point of interest,establishment",-75.6222741,45.3171347
Pinn-To Thai Food Truck,ChIJjT5y978JzkwRGaw8m8xtgqU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Food Trucks,"restaurant,food,point of interest,establishment",-75.6222741,45.3171347
South Asian Supermarket,ChIJJTH--t0AzkwRW-B25wCiEj4,2020-05-25,-0.5,-0.5,-0.5,-0.5,-3,-2,-1,-8,Remained Open,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.8072934,45.3544377
South Asian Supermarket,ChIJJTH--t0AzkwRW-B25wCiEj4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"supermarket,grocery or supermarket,food,point of interest,store,establishment",-75.8072934,45.3544377
Dagu Rice Noodle Ottawa,ChIJjTpM7r8HzkwReW_FUHtJCm0,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6924715,45.3333766
Dagu Rice Noodle Ottawa,ChIJjTpM7r8HzkwReW_FUHtJCm0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6924715,45.3333766
Patio Vidal,ChIJJUEiA1cbzkwRsNg4YJWdQ7U,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"meal delivery,bar,restaurant,food,point of interest,establishment",-75.7190458,45.4709368
Patio Vidal,ChIJJUEiA1cbzkwRsNg4YJWdQ7U,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal delivery,bar,restaurant,food,point of interest,establishment",-75.7190458,45.4709368
Milano Pizzeria,ChIJJUL0rbP4zUwRnF4OSedeJ5Y,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.917323,45.255807
Milano Pizzeria,ChIJJUL0rbP4zUwRnF4OSedeJ5Y,2020-05-27,0,0,0,0,-0.016666667,-0.016666667,0,-0.033333333,Remained Open,Pizza,"restaurant,food,point of interest,establishment",-75.917323,45.255807
Restaurant chez vickie,ChIJJUlsqFkczkwRl91XXBqOom4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.739197,45.513217
Restaurant chez vickie,ChIJJUlsqFkczkwRl91XXBqOom4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.739197,45.513217
Popeyes Louisiana Kitchen,ChIJJV-hnkUSzkwRhL6U8P5UR_E,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Chicken Wings","restaurant,food,point of interest,establishment",-75.4868316,45.4615631
Popeyes Louisiana Kitchen,ChIJJV-hnkUSzkwRhL6U8P5UR_E,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Chicken Wings","restaurant,food,point of interest,establishment",-75.4868316,45.4615631
Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,ChIJJV0y9xITzkwRkaMrdkhA7ck,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.5125269,45.452231
Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,ChIJJV0y9xITzkwRkaMrdkhA7ck,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,store,establishment",-75.5125269,45.452231
Shoppers Drug Mart,ChIJjV70kX2J0UwRxyy37J5TbTQ,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-76.3550153,45.4339546
Shoppers Drug Mart,ChIJjV70kX2J0UwRxyy37J5TbTQ,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-76.3550153,45.4339546
A&W Canada,ChIJJV952IOJ0UwRZcoGR9eA8mU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.36458,45.42567
A&W Canada,ChIJJV952IOJ0UwRZcoGR9eA8mU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-76.36458,45.42567
ApotheSOS Pharmacy & Medical Clinic,ChIJjVI44PIGzkwRvUKmTRcWy3E,2020-05-25,-0.5,-0.5,-0.5,-0.5,-0.5,0,0,-2.5,Remained Open,Ramen,"pharmacy,health,point of interest,store,establishment",-75.7332121,45.3684435
ApotheSOS Pharmacy & Medical Clinic,ChIJjVI44PIGzkwRvUKmTRcWy3E,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Ramen,"pharmacy,health,point of interest,store,establishment",-75.7332121,45.3684435
KFC,ChIJJVksht0AzkwRMcVaVxuYFjo,2020-05-25,-10,-10,-10,-10,-10,-6,-5,-61,Closed Since Last Reference,"Fast Food, Mexican","meal delivery,restaurant,food,point of interest,establishment",-75.8069474,45.3473376
KFC,ChIJJVksht0AzkwRMcVaVxuYFjo,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Fast Food, Mexican","meal delivery,restaurant,food,point of interest,establishment",-75.8069474,45.3473376
X Lounge,ChIJjVveLUIbzkwRFMc0XV6wGS0,2020-05-25,-19,-19,-19,-19,-19,-19,-19,-133,Closed Since Last Reference,Lounges,"night club,bar,point of interest,establishment",-75.6999345,45.4778522
X Lounge,ChIJjVveLUIbzkwRFMc0XV6wGS0,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Lounges,"night club,bar,point of interest,establishment",-75.6999345,45.4778522
Gladstone Pharmacy x200 Cd +Prk,ChIJjWG-ltcFzkwRVeT2VF0sEAs,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"pharmacy,health,point of interest,store,establishment",-75.7057769,45.4072404
Gladstone Pharmacy x200 Cd +Prk,ChIJjWG-ltcFzkwRVeT2VF0sEAs,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"pharmacy,health,point of interest,store,establishment",-75.7057769,45.4072404
Rasco Food Inc.,ChIJJWgCeIEFzkwRp2YZkFTezns,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6543563,45.4147244
Rasco Food Inc.,ChIJJWgCeIEFzkwRp2YZkFTezns,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6543563,45.4147244
Father & Sons Restaurant,ChIJjwNhkQgFzkwRAB0T5594rCw,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Pubs, Breakfast & Brunch, Canadian (New)","restaurant,night club,meal takeaway,bar,food,point of interest,establishment",-75.681191,45.423696
Father & Sons Restaurant,ChIJjwNhkQgFzkwRAB0T5594rCw,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Pubs, Breakfast & Brunch, Canadian (New)","restaurant,night club,meal takeaway,bar,food,point of interest,establishment",-75.681191,45.423696
The Barley Mow,ChIJjWpLoOD8zUwR3NPbxr2YkLY,2020-05-25,-15,-15,-10,-10,-10,-11,-16,-87,Remained Open,Gastropubs,"bar,point of interest,establishment",-75.7479788,45.2740604
The Barley Mow,ChIJjWpLoOD8zUwR3NPbxr2YkLY,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Gastropubs,"bar,point of interest,establishment",-75.7479788,45.2740604
Ramigab Resto-Bar,ChIJjWr3JllkzkwRBZ6jKYgQklo,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.1559792,45.4318995
Ramigab Resto-Bar,ChIJjWr3JllkzkwRBZ6jKYgQklo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.1559792,45.4318995
Milano Pizzeria,ChIJjWX9u80TzkwRfvDauJ-8obc,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Pizza,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.4988534,45.4772778
Milano Pizzeria,ChIJjWX9u80TzkwRfvDauJ-8obc,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Pizza,"meal delivery,meal takeaway,restaurant,food,point of interest,establishment",-75.4988534,45.4772778
Supreme Kabob House,ChIJJx1unNIAzkwRP8McMNuNzJE,2020-05-25,-9.5,0,-10.5,-10.5,-10.5,-10.5,-9.5,-61,Closed Since Last Reference,"Afghan, Kebab","restaurant,food,point of interest,establishment",-75.7868891,45.3476676
Supreme Kabob House,ChIJJx1unNIAzkwRP8McMNuNzJE,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Afghan, Kebab","restaurant,food,point of interest,establishment",-75.7868891,45.3476676
Big Rig Kitchen & Brewery,ChIJJx1unNIAzkwRwL9u_gXdjnU,2020-05-25,-11,-12,-12,-8,-9,-12,-10,-74,Remained Open,"Breweries, Pizza","restaurant,meal delivery,meal takeaway,bar,food,point of interest,establishment",-75.78722,45.347519
Big Rig Kitchen & Brewery,ChIJJx1unNIAzkwRwL9u_gXdjnU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Breweries, Pizza","restaurant,meal delivery,meal takeaway,bar,food,point of interest,establishment",-75.78722,45.347519
Restaurant Rouge Cuisine D'influence Asie,ChIJJx3IVFkDzkwRTM2XaJgVgrc,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7384582,45.4518063
Restaurant Rouge Cuisine D'influence Asie,ChIJJx3IVFkDzkwRTM2XaJgVgrc,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"restaurant,food,point of interest,establishment",-75.7384582,45.4518063
Thai Lanna Cuisine,ChIJJxcKkOsIzkwR65LM7pla_js,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.6492043,45.3548241
Thai Lanna Cuisine,ChIJJxcKkOsIzkwR65LM7pla_js,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Thai,"restaurant,food,point of interest,establishment",-75.6492043,45.3548241
Bombay Garden Indian Cuisine,ChIJJxcKkOsIzkwR7sOQGoU7oO4,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Indian, Pakistani","restaurant,food,point of interest,establishment",-75.6492043,45.3548241
Bombay Garden Indian Cuisine,ChIJJxcKkOsIzkwR7sOQGoU7oO4,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Indian, Pakistani","restaurant,food,point of interest,establishment",-75.6492043,45.3548241
Mr. B's Osteria,ChIJJxcKkOsIzkwRnpuU5r-6IhA,2020-05-25,-10,-10,-11,-11,-12,-6,-4,-64,Closed Since Last Reference,Italian,"restaurant,food,point of interest,establishment",-75.6467428,45.352679
Mr. B's Osteria,ChIJJxcKkOsIzkwRnpuU5r-6IhA,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Italian,"restaurant,food,point of interest,establishment",-75.6467428,45.352679
Subway,ChIJjXdwzoYPzkwRbwWBe0CTG9Q,2020-05-25,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-6,-81,Closed Since Last Reference,"Fast Food, Sandwiches","meal takeaway,restaurant,food,point of interest,establishment",-75.6387057,45.4219466
Subway,ChIJjXdwzoYPzkwRbwWBe0CTG9Q,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Fast Food, Sandwiches","meal takeaway,restaurant,food,point of interest,establishment",-75.6387057,45.4219466
Manchu Wok,ChIJjXdwzoYPzkwRE16u6kyDMxU,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.6384801,45.4225507
Manchu Wok,ChIJjXdwzoYPzkwRE16u6kyDMxU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.6384801,45.4225507
Shawarma ARZ Lebanese cuisine,ChIJjXdwzoYPzkwRQBZFGlP464E,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Lebanese","restaurant,food,point of interest,establishment",-75.6377906,45.4227079
Shawarma ARZ Lebanese cuisine,ChIJjXdwzoYPzkwRQBZFGlP464E,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Fast Food, Lebanese","restaurant,food,point of interest,establishment",-75.6377906,45.4227079
KFC,ChIJjXdwzoYPzkwRqIl_9E13EZo,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.6382927,45.4227373
KFC,ChIJjXdwzoYPzkwRqIl_9E13EZo,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,NA,"meal delivery,restaurant,food,point of interest,establishment",-75.6382927,45.4227373
Chicken Connection,ChIJjXdwzoYPzkwRqz1Jrmc-RKw,2020-05-25,0,0,0,0,0,0,0,0,Remained Closed,"Donuts, Fast Food, Chicken Wings","restaurant,food,point of interest,establishment",-75.6392392,45.4217143
Chicken Connection,ChIJjXdwzoYPzkwRqz1Jrmc-RKw,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Donuts, Fast Food, Chicken Wings","restaurant,food,point of interest,establishment",-75.6392392,45.4217143
Jimmy The Greek,ChIJjXdwzoYPzkwRwCtIRfxM7b0,2020-05-25,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1,-16,Remained Open,"Greek, Mediterranean","restaurant,food,point of interest,establishment",-75.6383604,45.4227276
Jimmy The Greek,ChIJjXdwzoYPzkwRwCtIRfxM7b0,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Greek, Mediterranean","restaurant,food,point of interest,establishment",-75.6383604,45.4227276
Presse Cafe,ChIJjxLp5QMFzkwRCV-fBTpAY54,2020-05-25,-6,-6,-6,-6,-6,-5.5,-4.5,-40,Remained Open,Bagels,"cafe,food,point of interest,store,establishment",-75.6890299,45.4263086
Presse Cafe,ChIJjxLp5QMFzkwRCV-fBTpAY54,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Bagels,"cafe,food,point of interest,store,establishment",-75.6890299,45.4263086
DRUGStore Pharmacy,ChIJjxOtg0BqzkwR16KlGmHZVSg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.2992589,45.5416981
DRUGStore Pharmacy,ChIJjxOtg0BqzkwR16KlGmHZVSg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.2992589,45.5416981
Caf'Noisette,ChIJjxRdSDUbzkwRd158KSrI8DU,2020-05-25,9,9,9,-2,9,8,5,47,Remained Open,"Coffee & Tea, Specialty Food, Grocery","cafe,food,point of interest,store,establishment",-75.7002424,45.4617844
Caf'Noisette,ChIJjxRdSDUbzkwRd158KSrI8DU,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Coffee & Tea, Specialty Food, Grocery","cafe,food,point of interest,store,establishment",-75.7002424,45.4617844
Firehouse Subs,ChIJJxwiq3r9zUwRVxxq7_5yReI,2020-05-25,1,1,1,1,2,2,1,9,Remained Open,"Sandwiches, Fast Food, Delis","restaurant,food,point of interest,establishment",-75.7443878,45.269075
Firehouse Subs,ChIJJxwiq3r9zUwRVxxq7_5yReI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,"Sandwiches, Fast Food, Delis","restaurant,food,point of interest,establishment",-75.7443878,45.269075
Subway,ChIJJy4pP70FzkwRaoH8FSuAAEw,2020-05-25,-12,-12,-12,-12,-11,-10,-11,-80,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.6785267,45.4096216
Subway,ChIJJy4pP70FzkwRaoH8FSuAAEw,2020-05-27,0,0,0,0,0,0,23.98333333,23.98333333,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.6785267,45.4096216
Starbucks,ChIJjYFz7qwFzkwR4TvRrzmstKI,2020-05-25,-8,-8,-8,-8,-8,-14.5,-13,-67.5,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6969047,45.4161892
Starbucks,ChIJjYFz7qwFzkwR4TvRrzmstKI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6969047,45.4161892
Tim Hortons,ChIJjYI5VpUTzkwRIBlhz8wHKbI,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.4798467,45.4907344
Tim Hortons,ChIJjYI5VpUTzkwRIBlhz8wHKbI,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.4798467,45.4907344
35th Street Market Cafe,ChIJjyRopB8HzkwRv3pznDUgN1g,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7556824,45.3512398
35th Street Market Cafe,ChIJjyRopB8HzkwRv3pznDUgN1g,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7556824,45.3512398
Epicuria Food Shop and Catering,ChIJJyRYR0kFzkwRXOfpoZ1AtDs,2020-05-25,7,0,0,0,0,0,0,7,Remained Open,"Caterers, Bakeries","bakery,grocery or supermarket,meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.650701,45.4489584
Epicuria Food Shop and Catering,ChIJJyRYR0kFzkwRXOfpoZ1AtDs,2020-05-27,-7,-1,-1,-1,-1,0,0,-11,Remained Open,"Caterers, Bakeries","bakery,grocery or supermarket,meal takeaway,cafe,restaurant,food,point of interest,store,establishment",-75.650701,45.4489584
San Jose Mexican Foods (food truck-catering),ChIJJYTitGEFzkwRxiEe_LErE4M,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.9453421,45.272183
San Jose Mexican Foods (food truck-catering),ChIJJYTitGEFzkwRxiEe_LErE4M,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.9453421,45.272183
Lai Lai Chinese Restaurant,ChIJJz-gIGEFzkwRPe8JRmHLR2c,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.644399,45.4326595
Lai Lai Chinese Restaurant,ChIJJz-gIGEFzkwRPe8JRmHLR2c,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Chinese,"restaurant,food,point of interest,establishment",-75.644399,45.4326595
McDonald's,ChIJJz3Ps1UEzkwROH0U9ocT2SI,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.7008355,45.4209017
McDonald's,ChIJJz3Ps1UEzkwROH0U9ocT2SI,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.7008355,45.4209017
Restaurant Antonyme,ChIJJZksVPIBzkwRhl_HKZKQFok,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Tapas/Small Plates,"restaurant,food,point of interest,establishment",-75.8415941,45.394966
Restaurant Antonyme,ChIJJZksVPIBzkwRhl_HKZKQFok,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Tapas/Small Plates,"restaurant,food,point of interest,establishment",-75.8415941,45.394966
Familiprix Extra - Jean-Francois Chapdelaine,ChIJJzmGoVoazkwREn0egKc7WMo,2020-05-25,-1,-1,-1,-1,-1,0,0,-5,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.641189,45.5019607
Familiprix Extra - Jean-Francois Chapdelaine,ChIJJzmGoVoazkwREn0egKc7WMo,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.641189,45.5019607
Subway,ChIJJzmGoVoazkwRiRpg83TMLjw,2020-05-25,-6,-6,-5,-5,-5,-6,-13,-46,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.6413244,45.5019775
Subway,ChIJJzmGoVoazkwRiRpg83TMLjw,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"meal takeaway,restaurant,food,point of interest,establishment",-75.6413244,45.5019775
Mozzapizza,ChIJJzmGoVoazkwROpKsyLIdyN8,2020-05-25,0,0,0,0,-3.33E-09,0,0,-3.33E-09,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6418502,45.5020005
Mozzapizza,ChIJJzmGoVoazkwROpKsyLIdyN8,2020-05-27,0,0,0,-0.016666667,0,0,-0.016666667,-0.033333333,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6418502,45.5020005
Loblaws,ChIJJzs9oZQIzkwR089BavsSJLs,2020-05-25,-24,-24,-24,-24,-24,-24,-24,-168,Closed Since Last Reference,"Grocery, Pharmacy","grocery or supermarket,pharmacy,bakery,food,health,point of interest,store,establishment",-75.6566405,45.3578501
Loblaws,ChIJJzs9oZQIzkwR089BavsSJLs,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Grocery, Pharmacy","grocery or supermarket,pharmacy,bakery,food,health,point of interest,store,establishment",-75.6566405,45.3578501
McDonald's,ChIJJzs9oZQIzkwRMswFSio1Kf4,2020-05-25,-15,-15,-15,-15,-15,-15,-12,-102,Closed Since Last Reference,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.6541254,45.3575247
McDonald's,ChIJJzs9oZQIzkwRMswFSio1Kf4,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,"Fast Food, Burgers, Coffee & Tea","cafe,restaurant,food,point of interest,establishment",-75.6541254,45.3575247
Starbucks,ChIJJzs9oZQIzkwRV2FEySNnzJc,2020-05-25,9,9,9,9,9,9,9,63,Opened Since Last Reference,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6546138,45.3556337
Starbucks,ChIJJzs9oZQIzkwRV2FEySNnzJc,2020-05-27,2,2,2,2,2,2,2,14,Remained Open,Coffee & Tea,"cafe,food,point of interest,store,establishment",-75.6546138,45.3556337
Walmart Pharmacy,ChIJJzs9oZQIzkwRX6byHTH8GN8,2020-05-25,-1,-1,-1,-1,-1,-1,-1,-7,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6547546,45.354899
Walmart Pharmacy,ChIJJzs9oZQIzkwRX6byHTH8GN8,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"pharmacy,health,point of interest,store,establishment",-75.6547546,45.354899
Fatboys Southern Smokehouse,ChIJJZYIC_0EzkwRRdE9sfMyc-U,2020-05-25,0,0,0,0,0,0,-0.016666667,-0.016666667,Remained Closed,Smokehouse,"restaurant,food,point of interest,establishment",-75.6949179,45.4290335
Fatboys Southern Smokehouse,ChIJJZYIC_0EzkwRRdE9sfMyc-U,2020-05-27,0,0,0,0,0,0,0,0,Remained Closed,Smokehouse,"restaurant,food,point of interest,establishment",-75.6949179,45.4290335
Canton Restaurant,ChIJk-KFZkYbzkwR4IMJhY10_oE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7008964,45.4730802
Canton Restaurant,ChIJk-KFZkYbzkwR4IMJhY10_oE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.7008964,45.4730802
Villa Madina,ChIJK-KozHMFzkwRGbuX8rWUmpA,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6801516,45.4267124
Villa Madina,ChIJK-KozHMFzkwRGbuX8rWUmpA,2020-05-27,-0.016666667,-0.016666667,-0.016666667,-0.016666667,0,0,-0.016666667,-0.083333333,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.6801516,45.4267124
Rello Sandwiches,ChIJK_F3_sEHzkwRa6uB41IxxUA,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,Sandwiches,"meal takeaway,restaurant,food,point of interest,establishment",-75.7116331,45.3277569
Rello Sandwiches,ChIJK_F3_sEHzkwRa6uB41IxxUA,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,Sandwiches,"meal takeaway,restaurant,food,point of interest,establishment",-75.7116331,45.3277569
Aura Café,ChIJk_ffK9wFzkwRc_YMMeDgjLE,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.6942046,45.4125842
Aura Café,ChIJk_ffK9wFzkwRc_YMMeDgjLE,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"cafe,food,point of interest,establishment",-75.6942046,45.4125842
T'Basil,ChIJk_jUFIURzkwRbPyGTxZyvgg,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.5277761,45.4691132
T'Basil,ChIJk_jUFIURzkwRbPyGTxZyvgg,2020-05-27,0,0,0,0,0,0,0,0,Remained Open,NA,"restaurant,food,point of interest,establishment",-75.5277761,45.4691132
Nutty Greek Bake Shop,ChIJK_RLyDQEzkwRh7PzUICEyoM,2020-05-25,0,0,0,0,0,0,0,0,Remained Open,"Bakeries, Custom Cakes, Patisserie/Cake Shop","restaurant,food,point of interest,establishment",-75.7075908,45.401069
